Date,Indicator,Value,Year,Classification,Category,Region,Consumption (GWh)
2014-03,Western region - Minimum - (GW),4.9,2014,Energy sales,Commercial,Sum by category,23718
2014-03,Western region - Maximum - (GW),10.3,2014,Energy sales,Government,Central,8475
2014-03,Central region - Minimum - (GW),5.3,2014,Energy sales,Commercial,Central,9888
2014-03,Southern region - Minimum - (GW),2,2014,Energy sales,Commercial,Western,10709
2014-03,Southern region - Maximum - (GW),3.7,2014,Energy sales,Commercial,Sum by category,29423
2014-04,Eastern region - Maximum (GW),14.3,2014,Energy sales,Industrial,Southern,121
2014-04,Western region - Average - (GW),10,2014,Energy sales,Others,Southern,902
2014-04,Central region - Maximum - (GW),14.3,2014,Energy sales,Others,Sum by category,11821
2014-05,Western region - Minimum - (GW),7.9,2014,Energy sales,Industrial,Western,9298
2014-05,Central region - Maximum - (GW),16.5,2014,Energy sales,Sum by regions,Eastern,69225
2014-05,Central region - Average - (GW),12.6,2014,Energy sales,Sum by regions,Sum by category,225511
2014-07,Western region - Maximum - (GW),15.5,2014,Energy sales,Residential,Central,39580
2014-07,Western region - Average - (GW),12.9,2014,Energy sales,Residential,Sum by category,120652
2014-08,Southern region - Maximum - (GW),4.6,2014,Energy sales,Government,Southern,2553
2014-09,Eastern region - Average (GW),15,2014,Energy sales,Others,Eastern,2165
2014-09,Western region - Average - (GW),12.7,2014,Energy sales,Others,Western,4027
2014-09,Southern region - Average - (GW),3.8,2014,Energy sales,Sum by regions,Central,72973
2014-10,Southern region - Maximum - (GW),4,2014,Energy sales,Sum by regions,Southern,20524
2014-11,Eastern region - Average (GW),11.1,2014,Energy sales,Sum by regions,Western,79388
2014-11,Central region - Maximum - (GW),10.4,2014,Energy sales,Residential,Central,39580
2015-01,Central region - Maximum - (GW),11.2,2015,Energy sales,Residential,Eastern,23230
2015-03,Eastern region - Maximum (GW),13.1,2015,Energy sales,Industrial,Eastern,38140
2015-03,Western region - Average - (GW),8.8,2015,Energy sales,Others,Western,4278
2015-03,Southern region - Average - (GW),3.2,2015,Energy sales,Sum by regions,Central,74282
2015-04,Central region - Minimum - (GW),6.4,2015,Energy sales,Residential,Western,47928
2015-04,Central region - Maximum - (GW),13.9,2015,Energy sales,Commercial,Western,16428
2015-04,Southern region - Minimum - (GW),2.6,2015,Energy sales,Commercial,Sum by category,42036
2015-04,Southern region - Average - (GW),3.5,2015,Energy sales,Government,Western,8084
2015-05,Western region - Minimum - (GW),9.3,2015,Energy sales,Others,Central,6594
2015-05,Western region - Average - (GW),12.2,2015,Energy sales,Others,Eastern,2323
2015-05,Central region - Maximum - (GW),17.4,2015,Energy sales,Others,Sum by category,14939
2015-07,Eastern region - Average (GW),16,2015,Energy sales,Sum by regions,Sum by category,278236
2015-07,Central region - Minimum - (GW),12.2,2015,Energy sales,Residential,Central,48496
2015-08,Central region - Minimum - (GW),13.4,2015,Energy sales,Residential,Southern,16683
2015-08,Southern region - Minimum - (GW),3.2,2015,Energy sales,Commercial,Western,18005
2015-08,Southern region - Maximum - (GW),5.1,2015,Energy sales,Commercial,Sum by category,48183
2015-09,Western region - Average - (GW),14.2,2015,Energy sales,Government,Southern,3911
2015-09,Central region - Maximum - (GW),19.3,2015,Energy sales,Government,Western,8808
2015-09,Southern region - Maximum - (GW),5,2015,Energy sales,Government,Sum by category,33066
2015-10,Eastern region - Maximum (GW),16.9,2015,Energy sales,Industrial,Southern,798
2015-10,Western region - Minimum - (GW),8.6,2015,Energy sales,Others,Eastern,2669
2015-10,Western region - Average - (GW),12.4,2015,Energy sales,Residential,Eastern,26926
2015-10,Central region - Maximum - (GW),15.5,2015,Energy sales,Commercial,Central,17297
2015-11,Eastern region - Maximum (GW),13.9,2015,Energy sales,Commercial,Eastern,9155
2015-12,Central region - Minimum - (GW),5.7,2015,Energy sales,Commercial,Western,18103
2016-01,Central region - Maximum - (GW),11.8,2016,Energy sales,Government,Eastern,8650
2016-02,Eastern region - Average (GW),11.1,2016,Energy sales,Government,Southern,3975
2016-02,Central region - Minimum - (GW),5.5,2016,Energy sales,Industrial,Western,13222
2016-02,Southern region - Maximum - (GW),4.1,2016,Energy sales,Others,Southern,1606
2016-02,Southern region - Average - (GW),3.1,2016,Energy sales,Sum by regions,Central,90286
2016-03,Western region - Maximum - (GW),12.1,2016,Energy sales,Commercial,Western,18034
2016-04,Eastern region - Maximum (GW),15,2016,Energy sales,Others,Central,7777
2016-04,Central region - Minimum - (GW),5.6,2016,Energy sales,Others,Western,5875
2016-05,Central region - Minimum - (GW),5,2016,Energy sales,Sum by regions,Sum by category,298438
2016-06,Western region - Average - (GW),14.1,2016,Energy sales,Commercial,Central,16356
2016-07,Western region - Average - (GW),13.6,2016,Energy sales,Government,Eastern,9967
2016-07,Central region - Average - (GW),16.5,2016,Energy sales,Government,Sum by category,43819
2016-08,Eastern region - Maximum (GW),18.6,2016,Energy sales,Industrial,Western,14299
2016-08,Western region - Maximum - (GW),16,2016,Energy sales,Residential,Central,42065
2016-08,Southern region - Minimum - (GW),3.1,2016,Energy sales,Government,Southern,5122
2016-08,Southern region - Average - (GW),4.5,2016,Energy sales,Government,Sum by category,37753
2016-09,Eastern region - Average (GW),15.8,2016,Energy sales,Industrial,Central,6939
2016-09,Western region - Maximum - (GW),16.1,2016,Energy sales,Industrial,Sum by category,49436
2016-09,Western region - Average - (GW),13.8,2016,Energy sales,Others,Western,4637
2016-09,Southern region - Maximum - (GW),5.3,2016,Energy sales,Others,Sum by category,17528
2016-09,Southern region - Average - (GW),4.5,2016,Customers numbers,Residential,Sum by category,3906914
2016-10,Eastern region - Average (GW),13.7,2016,Customers numbers,Commercial,Central,235213
2016-10,Central region - Average - (GW),10.5,2016,Customers numbers,Industrial,Sum by category,6229
2016-11,Southern region - Maximum - (GW),4.3,2016,Customers numbers,Others,Sum by category,124403
2016-11,Southern region - Average - (GW),3.4,2016,Customers numbers,Sum by regions,Western,1932855
2016-12,Central region - Maximum - (GW),11,2016,Customers numbers,Residential,Central,1264776
2016-12,Southern region - Minimum - (GW),2.5,2016,Customers numbers,Residential,Western,1728455
2017-01,Eastern region - Minimum (GW),9.8,2017,Customers numbers,Commercial,Western,220995
2017-01,Southern region - Average - (GW),3.2,2017,Customers numbers,Government,Eastern,16260
2017-02,Western region - Maximum - (GW),9.4,2017,Customers numbers,Others,Eastern,25442
2017-02,Central region - Minimum - (GW),6.5,2017,Customers numbers,Government,Sum by category,113031
2017-03,Eastern region - Minimum (GW),9.4,2017,Customers numbers,Industrial,Sum by category,7052
2017-03,Central region - Minimum - (GW),5.8,2017,Customers numbers,Commercial,Sum by category,759180
2017-04,Eastern region - Average (GW),13,2017,Customers numbers,Government,Western,43435
2017-04,Western region - Minimum - (GW),7.7,2017,Customers numbers,Industrial,Eastern,2103
2017-04,Western region - Maximum - (GW),14.1,2017,Customers numbers,Industrial,Southern,253
2017-04,Central region - Maximum - (GW),14.9,2017,Customers numbers,Sum by regions,Southern,754776
2017-05,Eastern region - Minimum (GW),12.7,2017,Customers numbers,Residential,Western,1949607
2017-05,Western region - Average - (GW),12.8,2017,Customers numbers,Commercial,Southern,72799
2017-05,Southern region - Minimum - (GW),3.1,2017,Customers numbers,Others,Eastern,29290
2017-06,Eastern region - Average (GW),16,2017,Customers numbers,Sum by regions,Central,1893510
2017-06,Western region - Maximum - (GW),16.5,2017,Customers numbers,Residential,Sum by category,5033955
2017-06,Central region - Maximum - (GW),20.1,2017,Customers numbers,Government,Central,37768
2017-06,Southern region - Average - (GW),5,2017,Customers numbers,Government,Southern,21547
2017-08,Western region - Maximum - (GW),17.1,2017,Customers numbers,Industrial,Southern,261
2017-09,Western region - Average - (GW),14,2017,Customers numbers,Industrial,Western,2596
2017-09,Central region - Minimum - (GW),11.3,2017,Customers numbers,Sum by regions,Western,2380474
2017-09,Central region - Average - (GW),15.2,2017,Customers numbers,Others,Western,37542
2017-10,Eastern region - Maximum (GW),17,2017,Customers numbers,Others,Sum by category,165843
2017-10,Central region - Minimum - (GW),8.7,2017,Customers numbers,Residential,Central,1766258
2017-10,Southern region - Minimum - (GW),3.1,2017,Customers numbers,Government,Central,43856
2017-11,Eastern region - Average (GW),12.4,2017,Customers numbers,Government,Sum by category,133383
2017-11,Western region - Maximum - (GW),12.3,2017,Customers numbers,Industrial,Western,2828
2017-11,Central region - Maximum - (GW),11.7,2017,Customers numbers,Others,Sum by category,175308
2017-12,Eastern region - Average (GW),11.1,2017,Customers numbers,Government,Central,46838
2017-12,Western region - Average - (GW),7.8,2017,Customers numbers,Industrial,Central,3368
2018-01,Eastern region - Average (GW),10.9,2018,Customers numbers,Others,Central,81645
2018-02,Eastern region - Minimum (GW),9.3,2018,Customers numbers,Government,Central,45034
2018-02,Western region - Average - (GW),6.8,2018,Customers numbers,Commercial,Southern,154228
2018-02,Southern region - Maximum - (GW),4.1,2018,Customers numbers,Industrial,Western,3887
2018-02,Southern region - Average - (GW),3.2,2018,Customers numbers,Residential,Southern,1189371
2018-03,Western region - Average - (GW),8.3,2018,Customers numbers,Industrial,Eastern,3074
2018-03,Central region - Average - (GW),8,2018,Customers numbers,Others,Eastern,40413
2018-04,Central region - Average - (GW),11.5,2018,Customers numbers,Others,Southern,34147
2018-04,Southern region - Maximum - (GW),5,2018,Energy sales,Sum by regions,Central,44100
2018-04,Southern region - Average - (GW),4.1,2018,Energy sales,Residential,Western,32624
2018-05,Eastern region - Minimum (GW),12.7,2018,Energy sales,Residential,Sum by category,86331
2018-05,Eastern region - Maximum (GW),17.5,2018,Energy sales,Commercial,Central,5720
2018-05,Central region - Average - (GW),15.3,2018,Energy sales,Industrial,Western,5665
2018-05,Southern region - Maximum - (GW),5.4,2018,Energy sales,Industrial,Sum by category,35610
2018-06,Western region - Minimum - (GW),10.9,2018,Energy sales,Sum by regions,Southern,15812
2018-06,Central region - Minimum - (GW),12,2018,Energy sales,Residential,Western,40858
2018-06,Central region - Maximum - (GW),20.1,2018,Energy sales,Commercial,Eastern,6582
2018-06,Southern region - Minimum - (GW),4,2018,Energy sales,Government,Western,6879
2018-07,Eastern region - Minimum (GW),14.9,2018,Energy sales,Industrial,Sum by category,43248
2018-07,Western region - Average - (GW),14.2,2018,Energy sales,Residential,Central,37042
2018-07,Central region - Minimum - (GW),14.1,2018,Energy sales,Sum by regions,Southern,18242
2018-07,Central region - Maximum - (GW),20.2,2018,Energy sales,Industrial,Central,5743
2018-07,Southern region - Minimum - (GW),4,2018,Energy sales,Others,Sum by category,13642
2018-08,Eastern region - Maximum (GW),18.9,2018,Energy sales,Government,Eastern,7235
2018-08,Eastern region - Average (GW),17.5,2018,Energy sales,Industrial,Southern,932
2018-08,Central region - Minimum - (GW),13.9,2018,Energy sales,Industrial,Western,10975
2018-09,Eastern region - Average (GW),16.7,2018,Energy sales,Sum by regions,Central,82318
2018-09,Western region - Minimum - (GW),10.9,2018,Energy sales,Residential,Sum by category,144512
2018-09,Central region - Maximum - (GW),18.3,2018,Energy sales,Commercial,Central,16824
2018-09,Southern region - Minimum - (GW),3.4,2018,Energy sales,Commercial,Southern,4263
2018-09,Southern region - Average - (GW),4.7,2018,Energy sales,Industrial,Western,12538
2018-10,Central region - Minimum - (GW),8.7,2018,Energy sales,Sum by regions,Eastern,81353
2018-10,Southern region - Minimum - (GW),3.1,2018,Energy sales,Residential,Western,52016
2018-10,Southern region - Maximum - (GW),5.1,2018,Energy sales,Government,Sum by category,32939
2018-11,Eastern region - Minimum (GW),10.2,2018,Energy sales,Government,Sum by category,32690
2018-11,Western region - Maximum - (GW),12.3,2018,Energy sales,Industrial,Central,6414
2018-11,Southern region - Average - (GW),3.6,2018,Energy sales,Others,Eastern,2913
2018-12,Western region - Maximum - (GW),9.7,2018,Energy sales,Others,Sum by category,18265
2018-12,Southern region - Minimum - (GW),2.1,2018,Energy sales,Sum by regions,Eastern,82061
2018-12,Southern region - Average - (GW),3.2,2018,Energy sales,Industrial,Eastern,36754
2019-01,Central region - Maximum - (GW),10.7,2019,Energy sales,Others,Central,8298
2019-01,Central region - Average - (GW),8.2,2019,Energy sales,Others,Eastern,3305
2019-01,Southern region - Average - (GW),3.2,2019,Energy sales,Others,Western,6112
2019-02,Eastern region - Minimum (GW),10.5,2019,Energy sales,Sum by regions,Western,101159
2019-02,Western region - Average - (GW),7,2019,Energy sales,Commercial,Southern,4717
2019-02,Central region - Maximum - (GW),10.4,2019,Energy sales,Others,Central,7653
2019-03,Eastern region - Maximum (GW),12.6,2019,Energy sales,Sum by regions,Sum by category,279677
2019-05,Central region - Maximum - (GW),17.4,2019,Customers numbers,Residential,Western,1576651
2019-05,Central region - Average - (GW),13.5,2019,Customers numbers,Commercial,Western,199526
2019-05,Southern region - Average - (GW),4.5,2019,Customers numbers,Industrial,Southern,269
2019-06,Eastern region - Maximum (GW),18.1,2019,Customers numbers,Commercial,Central,246922
2019-06,Southern region - Average - (GW),4.9,2019,Customers numbers,Commercial,Southern,37584
2019-07,Western region - Minimum - (GW),11.8,2019,Customers numbers,Government,Central,34213
2019-07,Western region - Maximum - (GW),16.4,2019,Customers numbers,Others,Western,28360
2019-07,Southern region - Average - (GW),5.1,2019,Customers numbers,Others,Sum by category,130562
2019-08,Western region - Maximum - (GW),16.7,2019,Customers numbers,Commercial,Southern,42467
2019-08,Central region - Minimum - (GW),11.7,2019,Customers numbers,Government,Eastern,18092
2019-09,Western region - Average - (GW),13.5,2019,Customers numbers,Others,Eastern,28078
2019-09,Southern region - Minimum - (GW),3.7,2019,Customers numbers,Sum by regions,Central,1793017
2019-10,Eastern region - Minimum (GW),13.2,2019,Customers numbers,Commercial,Sum by category,831954
2019-10,Central region - Minimum - (GW),9.7,2019,Customers numbers,Government,Western,44521
2019-10,Central region - Maximum - (GW),17.5,2019,Customers numbers,Industrial,Sum by category,7590
2019-10,Southern region - Minimum - (GW),3.2,2019,Customers numbers,Commercial,Central,380822
2019-10,Southern region - Average - (GW),4.2,2019,Customers numbers,Commercial,Eastern,215940
2019-11,Western region - Maximum - (GW),11.6,2019,Customers numbers,Commercial,Sum by category,1099664
2019-11,Central region - Average - (GW),8.7,2019,Customers numbers,Commercial,Sum by category,1331191
2019-11,Southern region - Average - (GW),3.7,2019,Customers numbers,Others,Sum by category,188174
2019-12,Eastern region - Minimum (GW),10.4,2019,Customers numbers,Sum by regions,Sum by category,7620128
2019-12,Western region - Minimum - (GW),5.5,2019,Customers numbers,Residential,Southern,917465
2019-12,Central region - Minimum - (GW),6.2,2019,Customers numbers,Residential,Western,2374802
2019-12,Central region - Average - (GW),8.2,2019,Customers numbers,Government,Sum by category,144593
2009-01,Eastern region - Maximum (GW),8.2,2009,Customers numbers,Others,Southern,27303
2009-01,Central region - Minimum - (GW),3.9,2009,Customers numbers,Others,Sum by category,200833
2009-01,Southern region - Maximum - (GW),2.4,2009,Customers numbers,Residential,Western,2464963
2009-02,Eastern region - Minimum (GW),6.5,2009,Customers numbers,Sum by regions,Sum by category,8607000
2009-02,Western region - Average - (GW),5.8,2009,Customers numbers,Others,Sum by category,220590
2009-02,Southern region - Average - (GW),1.9,2009,Customers numbers,Sum by regions,Eastern,1622515
2009-03,Eastern region - Average (GW),7.9,2009,Customers numbers,Sum by regions,Southern,1296512
2009-03,Western region - Minimum - (GW),3.6,2009,Customers numbers,Residential,Central,2290078
2009-04,Eastern region - Maximum (GW),10.1,2009,Customers numbers,Residential,Western,2703464
2009-04,Eastern region - Average (GW),8.9,2009,Customers numbers,Government,Sum by category,159022
2009-04,Central region - Average - (GW),7,2009,Customers numbers,Others,Western,56698
2009-05,Western region - Maximum - (GW),11.8,2009,Customers numbers,Others,Sum by category,226585
2009-05,Western region - Average - (GW),9.1,2009,Customers numbers,Sum by regions,Southern,1365938
2009-06,Eastern region - Minimum (GW),9.8,2009,Customers numbers,Sum by regions,Western,3360312
2009-06,Eastern region - Average (GW),11.5,2009,Customers numbers,Commercial,Central,594269
2009-06,Western region - Maximum - (GW),12.5,2009,Customers numbers,Commercial,Eastern,314048
2009-06,Central region - Average - (GW),11.4,2009,Customers numbers,Commercial,Sum by category,1642622
2009-06,Southern region - Average - (GW),2.9,2009,Customers numbers,Others,Western,58764
2009-07,Western region - Maximum - (GW),12.3,2009,Energy sales,Commercial,Southern,873
2009-07,Southern region - Minimum - (GW),1.9,2009,Energy sales,Commercial,Western,5479
2009-08,Southern region - Minimum - (GW),2,2009,Energy sales,Others,Eastern,1396
2009-09,Central region - Average - (GW),10,2009,Energy sales,Sum by regions,Eastern,53350
2009-09,Southern region - Average - (GW),2.7,2009,Energy sales,Sum by regions,Western,50466
2009-10,Eastern region - Maximum (GW),11.9,2009,Energy sales,Sum by regions,Sum by category,158926
2009-10,Central region - Maximum - (GW),10.8,2009,Energy sales,Residential,Eastern,16982
2009-10,Central region - Average - (GW),8.1,2009,Energy sales,Industrial,Southern,108
2009-10,Southern region - Minimum - (GW),1.6,2009,Energy sales,Sum by regions,Southern,12340
2009-11,Western region - Minimum - (GW),4.7,2009,Energy sales,Residential,Central,28929
2009-11,Southern region - Average - (GW),2.1,2009,Energy sales,Residential,Western,34001
2009-12,Western region - Minimum - (GW),3.4,2009,Energy sales,Commercial,Sum by category,19552
2009-12,Western region - Maximum - (GW),7.6,2009,Energy sales,Government,Eastern,5314
2009-12,Western region - Average - (GW),5.9,2009,Energy sales,Government,Sum by category,19997
2009-12,Southern region - Maximum - (GW),2.6,2009,Energy sales,Industrial,Eastern,23467
2010-01,Western region - Maximum - (GW),7,2010,Energy sales,Others,Central,4724
2010-02,Western region - Maximum - (GW),7.5,2010,Energy sales,Others,Eastern,1935
2010-02,Southern region - Minimum - (GW),1.4,2010,Energy sales,Others,Southern,673
2010-03,Western region - Minimum - (GW),3.6,2010,Energy sales,Sum by regions,Eastern,52751
2010-03,Central region - Minimum - (GW),3.8,2010,Energy sales,Sum by regions,Sum by category,175057
2010-04,Western region - Minimum - (GW),5.2,2010,Energy sales,Residential,Central,31698
2010-04,Western region - Maximum - (GW),10,2010,Energy sales,Commercial,Southern,1238
2010-04,Central region - Average - (GW),7,2010,Energy sales,Commercial,Sum by category,21481
2010-05,Eastern region - Maximum (GW),11.8,2010,Energy sales,Sum by regions,Western,61531
2010-05,Central region - Minimum - (GW),5.3,2010,Energy sales,Residential,Southern,11459
2010-05,Central region - Maximum - (GW),12.6,2010,Energy sales,Commercial,Central,8003
2010-05,Southern region - Minimum - (GW),1.9,2010,Energy sales,Commercial,Eastern,6021
2010-06,Eastern region - Maximum (GW),12.8,2010,Energy sales,Government,Sum by category,22461
2010-06,Western region - Minimum - (GW),8.3,2010,Energy sales,Residential,Eastern,20993
2010-06,Western region - Average - (GW),10.4,2010,Energy sales,Residential,Southern,12333
2010-06,Southern region - Minimum - (GW),2.2,2010,Energy sales,Residential,Sum by category,109020
2010-07,Eastern region - Minimum (GW),10.1,2010,Energy sales,Government,Southern,2004
2010-07,Western region - Minimum - (GW),8.7,2010,Energy sales,Government,Sum by category,24741
2010-07,Western region - Maximum - (GW),12.3,2010,Energy sales,Others,Western,3690
2010-07,Central region - Average - (GW),11.2,2010,Energy sales,Industrial,Central,4853
2010-08,Eastern region - Minimum (GW),10.8,2010,Energy sales,Industrial,Eastern,32408
2010-09,Western region - Maximum - (GW),12.3,2010,Energy sales,Others,Southern,923
2010-09,Western region - Average - (GW),10.2,2010,Energy sales,Others,Western,3577
2010-09,Southern region - Maximum - (GW),3.3,2010,Energy sales,Industrial,Central,5481
2010-10,Western region - Average - (GW),9.2,2010,Energy sales,Sum by regions,Sum by category,246613
2010-10,Southern region - Average - (GW),2.3,2010,Energy sales,Residential,Southern,15306
2010-12,Western region - Average - (GW),5.9,2010,Energy sales,Commercial,Southern,3381
2010-12,Southern region - Maximum - (GW),2.6,2010,Energy sales,Commercial,Western,15438
2011-01,Western region - Average - (GW),5.2,2011,Energy sales,Government,Sum by category,27644
2011-01,Southern region - Maximum - (GW),2.5,2011,Energy sales,Others,Central,5971
2011-01,Southern region - Average - (GW),2,2011,Energy sales,Sum by regions,Western,86189
2011-02,Central region - Minimum - (GW),7.3,2011,Energy sales,Residential,Southern,16413
2011-02,Central region - Maximum - (GW),3.9,2011,Energy sales,Commercial,Central,14035
2011-02,Central region - Average - (GW),5.4,2011,Energy sales,Commercial,Eastern,7992
2011-02,Southern region - Average - (GW),2,2011,Energy sales,Industrial,Sum by category,56618
2011-03,Western region - Minimum - (GW),3.9,2011,Energy sales,Sum by regions,Sum by category,294613
2011-03,Central region - Maximum - (GW),3.9,2011,Energy sales,Residential,Central,47452
2011-03,Central region - Average - (GW),5.6,2011,Energy sales,Government,Western,8825
2011-03,Southern region - Maximum - (GW),2.6,2011,Energy sales,Industrial,Central,6331
2011-04,Eastern region - Minimum (GW),7.4,2011,Energy sales,Others,Sum by category,17588
2011-04,Western region - Average - (GW),7.6,2011,Energy sales,Sum by regions,Eastern,80665
2011-04,Central region - Minimum - (GW),9.6,2011,Energy sales,Government,Central,11391
2011-05,Western region - Minimum - (GW),6,2011,Energy sales,Industrial,Eastern,34355
2011-05,Central region - Maximum - (GW),6.8,2011,Energy sales,Others,Southern,1700
2011-06,Eastern region - Average (GW),12,2011,Energy sales,Residential,Central,43005
2011-06,Central region - Minimum - (GW),14,2011,Energy sales,Residential,Sum by category,130371
2011-06,Southern region - Average - (GW),3,2011,Energy sales,Industrial,Eastern,35332
2011-07,Eastern region - Minimum (GW),10.4,2011,Energy sales,Others,Southern,2064
2011-07,Western region - Maximum - (GW),13.5,2011,Energy sales,Sum by regions,Sum by category,246613
2011-07,Southern region - Minimum - (GW),2.4,2011,Energy sales,Residential,Southern,15306
2011-08,Western region - Average - (GW),11.6,2011,Energy sales,Commercial,Southern,3381
2011-09,Western region - Average - (GW),10.4,2011,Energy sales,Commercial,Western,15438
2011-10,Eastern region - Average (GW),10.1,2011,Energy sales,Government,Sum by category,27644
2011-10,Western region - Maximum - (GW),11.9,2011,Energy sales,Others,Central,5971
2011-11,Central region - Minimum - (GW),8.4,2011,Energy sales,Sum by regions,Western,86189
2011-12,Southern region - Minimum - (GW),1.3,2011,Energy sales,Residential,Southern,16413
2012-01,Eastern region - Average (GW),6.2,2012,Energy sales,Commercial,Central,14035
2012-01,Central region - Average - (GW),7.8,2012,Energy sales,Commercial,Eastern,7992
2012-01,Southern region - Average - (GW),2.1,2012,Energy sales,Industrial,Sum by category,56618
2012-02,Central region - Minimum - (GW),6.8,2012,Energy sales,Sum by regions,Sum by category,294613
2012-03,Central region - Minimum - (GW),6.9,2012,Energy sales,Residential,Central,47452
2012-03,Southern region - Minimum - (GW),1.7,2012,Energy sales,Government,Western,8825
2012-04,Eastern region - Maximum (GW),11.5,2012,Energy sales,Industrial,Central,6331
2012-04,Eastern region - Average (GW),7.4,2012,Energy sales,Others,Sum by category,17588
2012-05,Eastern region - Minimum (GW),7.9,2012,Energy sales,Sum by regions,Eastern,80665
2012-05,Western region - Maximum - (GW),13.1,2012,Energy sales,Government,Central,11391
2012-05,Western region - Average - (GW),10.4,2012,Energy sales,Industrial,Eastern,34355
2012-05,Central region - Average - (GW),11.2,2012,Energy sales,Others,Southern,1700
2012-06,Eastern region - Maximum (GW),14.6,2012,Energy sales,Residential,Central,43005
2012-06,Western region - Maximum - (GW),13.4,2012,Energy sales,Residential,Sum by category,130371
2012-06,Western region - Average - (GW),11.3,2012,Energy sales,Industrial,Eastern,35332
2012-06,Central region - Minimum - (GW),10.3,2012,Energy sales,Others,Southern,2064
2012-06,Central region - Maximum - (GW),13.4,2012,Energy sales,Industrial,Western,12538
2014-01,Central region - Minimum - (GW),5.3,2014,Energy sales,Sum by regions,Eastern,81353
2014-01,Central region - Maximum - (GW),10.4,2014,Energy sales,Residential,Western,52016
2014-02,Eastern region - Maximum (GW),11.2,2014,Energy sales,Government,Sum by category,32939
2014-05,Western region - Average - (GW),11,2014,Customers numbers,Commercial,Western,199526
2014-05,Central region - Minimum - (GW),8.5,2014,Customers numbers,Industrial,Southern,269
2014-06,Central region - Average - (GW),14,2014,Customers numbers,Commercial,Central,246922
2014-06,Southern region - Minimum - (GW),3.1,2014,Customers numbers,Commercial,Southern,37584
2014-06,Southern region - Average - (GW),4,2014,Customers numbers,Government,Central,34213
2014-08,Western region - Minimum - (GW),10.5,2014,Customers numbers,Others,Western,28360
2014-08,Central region - Maximum - (GW),17.8,2014,Customers numbers,Others,Sum by category,130562
2014-09,Southern region - Minimum - (GW),2.8,2014,Customers numbers,Commercial,Southern,42467
2014-10,Western region - Minimum - (GW),8,2014,Customers numbers,Government,Eastern,18092
2014-10,Central region - Minimum - (GW),7.4,2014,Customers numbers,Others,Eastern,28078
2014-11,Eastern region - Maximum (GW),13.6,2014,Customers numbers,Sum by regions,Central,1793017
2014-12,Western region - Maximum - (GW),9.6,2014,Customers numbers,Commercial,Sum by category,831954
2014-12,Western region - Average - (GW),7.7,2014,Customers numbers,Government,Western,44521
2014-12,Central region - Maximum - (GW),9.3,2014,Customers numbers,Industrial,Sum by category,7590
2014-12,Southern region - Maximum - (GW),3.6,2014,Customers numbers,Commercial,Central,380822
2015-01,Eastern region - Minimum (GW),9.5,2015,Customers numbers,Commercial,Eastern,215940
2015-01,Eastern region - Average (GW),10.6,2015,Customers numbers,Commercial,Sum by category,1099664
2015-01,Central region - Average - (GW),7.8,2015,Customers numbers,Commercial,Sum by category,1331191
2015-01,Southern region - Minimum - (GW),2.1,2015,Customers numbers,Others,Sum by category,188174
2015-01,Southern region - Average - (GW),2.8,2015,Customers numbers,Sum by regions,Sum by category,7620128
2015-02,Southern region - Maximum - (GW),3.6,2015,Customers numbers,Residential,Southern,917465
2015-03,Central region - Average - (GW),7.5,2015,Customers numbers,Residential,Western,2374802
2015-03,Southern region - Maximum - (GW),4,2015,Customers numbers,Government,Sum by category,144593
2015-05,Southern region - Minimum - (GW),2.9,2015,Customers numbers,Others,Southern,27303
2015-05,Southern region - Maximum - (GW),4.6,2015,Customers numbers,Others,Sum by category,200833
2015-06,Southern region - Minimum - (GW),3.1,2015,Customers numbers,Residential,Western,2464963
2015-10,Eastern region - Minimum (GW),11.9,2015,Customers numbers,Sum by regions,Sum by category,8607000
2015-10,Southern region - Minimum - (GW),2.7,2015,Customers numbers,Others,Sum by category,220590
2015-11,Western region - Average - (GW),9.3,2015,Customers numbers,Sum by regions,Eastern,1622515
2015-12,Western region - Maximum - (GW),10.7,2015,Customers numbers,Sum by regions,Southern,1296512
2015-12,Western region - Average - (GW),6.9,2015,Customers numbers,Residential,Central,2290078
2015-12,Southern region - Minimum - (GW),2.3,2015,Customers numbers,Residential,Western,2703464
2015-12,Southern region - Average - (GW),3.1,2015,Customers numbers,Government,Sum by category,159022
2016-01,Eastern region - Average (GW),11,2016,Customers numbers,Others,Western,56698
2016-01,Western region - Minimum - (GW),4.4,2016,Customers numbers,Others,Sum by category,226585
2016-01,Southern region - Average - (GW),3,2016,Customers numbers,Sum by regions,Southern,1365938
2016-02,Eastern region - Minimum (GW),10.1,2016,Customers numbers,Sum by regions,Western,3360312
2016-02,Western region - Average - (GW),7.2,2016,Customers numbers,Commercial,Central,594269
2016-02,Central region - Average - (GW),7.8,2016,Customers numbers,Commercial,Eastern,314048
2016-03,Western region - Minimum - (GW),6.6,2016,Customers numbers,Commercial,Sum by category,1642622
2016-03,Southern region - Average - (GW),3.8,2016,Customers numbers,Others,Western,58764
2016-04,Eastern region - Average (GW),12.6,2016,Energy sales,Commercial,Southern,873
2016-04,Southern region - Maximum - (GW),4.5,2016,Energy sales,Commercial,Western,5479
2016-04,Southern region - Average - (GW),3.7,2016,Energy sales,Others,Eastern,1396
2016-05,Central region - Maximum - (GW),17.5,2016,Energy sales,Sum by regions,Eastern,53350
2016-06,Central region - Minimum - (GW),12.3,2016,Energy sales,Sum by regions,Western,50466
